Date,Vehicle_ID,Driver_ID,Route_ID,Origin_City,Destination_City,Planned_Kilometers,Actual_Kilometers,Fuel_Consumed_Liters,Delivery_Time_Hours,Delay_Hours,Cargo_Weight_Tons,On_Time_Delivery,Weather_Conditions,Traffic_Conditions,Comments
2024-01-02,V033,D076,R001,Mumbai,Ahmedabad,681,675,126.71,13.99,0.23,14.02,Yes,Foggy,Moderate,Late Departure
2024-01-19,V024,D042,R010,Hyderabad,Indore,375,392,52.75,9.92,2.3,19.99,No,Foggy,Light,Traffic Jam
2024-02-08,V009,D079,R009,Chennai,Surat,1266,1364,188.0,26.24,0.82,15.15,Yes,Stormy,Heavy,Smooth Delivery
2024-02-21,V001,D002,R014,Chennai,Pune,1249,1322,191.75,24.53,0.89,4.18,Yes,Rainy,Heavy,Vehicle Breakdown
2024-02-05,V040,D052,R020,Bangalore,Lucknow,933,964,166.35,21.86,0.03,8.89,Yes,Clear,Light,Smooth Delivery
2024-04-24,V038,D037,R015,Kolkata,Pune,1041,1115,168.22,29.58,0.95,7.25,Yes,Stormy,Moderate,Late Departure
2024-04-02,V029,D040,R005,Delhi,Indore,416,424,68.23,7.76,0.06,14.3,Yes,Foggy,Light,Weather Delay
2024-04-02,V042,D022,R015,Kolkata,Surat,396,426,54.08,10.27,1.14,2.78,No,Stormy,Moderate,Vehicle Breakdown
2024-03-28,V020,D066,R001,Mumbai,Jaipur,565,579,107.69,10.92,0.18,11.24,Yes,Clear,Heavy,Traffic Jam
2024-02-19,V038,D072,R005,Chennai,Ahmedabad,909,934,118.0,18.9,0.51,6.33,Yes,Stormy,Heavy,Vehicle Breakdown
2024-01-14,V027,D060,R005,Bangalore,Indore,376,364,50.07,7.7,1.41,2.74,No,Clear,Heavy,Vehicle Breakdown
2024-03-21,V038,D008,R009,Chennai,Surat,716,762,110.03,13.19,1.33,7.47,No,Foggy,Light,Vehicle Breakdown
2024-02-26,V018,D094,R001,Bangalore,Indore,802,807,146.0,16.22,1.85,5.61,No,Rainy,Heavy,Traffic Jam
2024-01-05,V001,D029,R018,Delhi,Lucknow,903,879,168.04,16.96,0.4,8.19,Yes,Rainy,Light,Traffic Jam
2024-04-02,V010,D061,R009,Kolkata,Pune,1265,1254,200.93,25.67,3.07,5.29,No,Clear,Light,Weather Delay
2024-03-13,V027,D018,R004,Delhi,Nagpur,1169,1230,203.05,21.41,0.53,2.13,Yes,Rainy,Moderate,Late Departure
2024-02-27,V031,D086,R020,Delhi,Indore,997,1024,187.81,27.78,1.8,15.18,No,Rainy,Moderate,Smooth Delivery
2024-03-29,V024,D042,R014,Bangalore,Lucknow,1423,1450,206.24,31.09,1.49,12.74,No,Clear,Moderate,Weather Delay
2024-01-27,V034,D097,R008,Mumbai,Indore,1280,1343,239.87,31.7,0.87,10.03,Yes,Stormy,Heavy,Late Departure
2024-02-02,V038,D004,R015,Bangalore,Pune,1369,1459,239.09,35.79,0.43,5.87,Yes,Foggy,Light,Smooth Delivery
2024-02-10,V032,D078,R004,Hyderabad,Ahmedabad,810,858,133.83,16.47,0.81,18.02,Yes,Foggy,Heavy,Smooth Delivery
2024-01-25,V018,D040,R019,Kolkata,Ahmedabad,1123,1232,175.76,21.48,1.06,18.82,No,Clear,Heavy,Smooth Delivery
2024-03-24,V023,D016,R006,Kolkata,Ahmedabad,805,865,108.46,16.96,2.27,11.77,No,Foggy,Heavy,Weather Delay
2024-04-17,V026,D057,R002,Bangalore,Nagpur,1233,1219,201.01,23.32,0.09,12.65,Yes,Clear,Heavy,Vehicle Breakdown
2024-02-23,V045,D069,R013,Kolkata,Nagpur,1461,1469,238.47,27.73,2.88,12.78,No,Foggy,Heavy,Traffic Jam
2024-04-09,V037,D089,R020,Hyderabad,Indore,1412,1399,217.7,32.71,0.65,3.85,Yes,Foggy,Moderate,Vehicle Breakdown
2024-01-16,V036,D083,R003,Delhi,Surat,658,678,114.81,13.65,0.58,9.76,Yes,Rainy,Heavy,Late Departure
2024-03-01,V030,D027,R019,Chennai,Pune,1421,1361,170.6,31.47,0.04,11.74,Yes,Stormy,Heavy,Traffic Jam
2024-03-19,V050,D095,R006,Kolkata,Indore,946,1022,139.66,19.3,0.23,13.84,Yes,Clear,Light,Smooth Delivery
2024-02-21,V007,D048,R012,Hyderabad,Jaipur,502,534,79.5,9.5,0.49,6.36,Yes,Rainy,Light,Late Departure
2024-04-10,V036,D043,R006,Chennai,Indore,344,371,53.95,9.82,0.65,17.44,Yes,Rainy,Moderate,Weather Delay
2024-01-29,V049,D080,R018,Mumbai,Indore,329,313,62.48,8.1,3.68,18.23,No,Rainy,Light,Weather Delay
2024-04-26,V030,D035,R009,Chennai,Pune,1379,1417,212.77,33.12,0.42,16.67,Yes,Rainy,Light,Vehicle Breakdown
2024-04-25,V025,D053,R019,Chennai,Ahmedabad,427,412,63.76,8.95,0.16,11.35,Yes,Rainy,Heavy,Weather Delay
2024-02-14,V007,D002,R004,Mumbai,Indore,1300,1347,186.37,32.75,0.52,12.25,Yes,Stormy,Light,Smooth Delivery
2024-02-23,V040,D077,R010,Delhi,Pune,519,569,100.66,9.48,1.88,16.87,No,Foggy,Heavy,Weather Delay
2024-03-15,V003,D015,R005,Chennai,Nagpur,729,702,118.96,20.16,0.7,19.66,Yes,Foggy,Heavy,Traffic Jam
2024-01-19,V041,D025,R020,Bangalore,Ahmedabad,611,590,88.23,17.4,1.87,5.55,No,Clear,Heavy,Smooth Delivery
2024-04-27,V015,D005,R009,Chennai,Pune,1084,1050,174.68,21.5,0.17,6.14,Yes,Clear,Moderate,Vehicle Breakdown
2024-02-23,V046,D050,R012,Delhi,Lucknow,1426,1356,171.53,30.44,1.91,13.72,No,Clear,Moderate,Traffic Jam
2024-03-14,V043,D022,R007,Hyderabad,Ahmedabad,899,873,128.67,23.89,0.77,12.24,Yes,Foggy,Heavy,Vehicle Breakdown
2024-02-28,V036,D086,R001,Mumbai,Ahmedabad,322,332,61.97,9.02,2.4,15.07,No,Stormy,Light,Smooth Delivery
2024-03-06,V032,D074,R011,Delhi,Indore,747,718,133.4,14.13,2.2,19.93,No,Stormy,Moderate,Traffic Jam
2024-04-12,V050,D029,R003,Delhi,Surat,818,808,125.01,20.59,1.46,4.08,No,Rainy,Light,Weather Delay
2024-02-03,V050,D086,R009,Chennai,Pune,441,427,81.87,9.02,1.02,13.12,No,Clear,Light,Smooth Delivery
2024-04-10,V007,D053,R006,Chennai,Jaipur,882,954,132.11,19.94,6.24,10.21,No,Foggy,Moderate,Late Departure
2024-02-28,V007,D100,R020,Kolkata,Surat,614,593,74.33,17.32,1.2,7.56,No,Stormy,Light,Vehicle Breakdown
2024-02-26,V018,D065,R002,Mumbai,Pune,1435,1471,220.34,36.05,1.22,15.61,No,Foggy,Light,Traffic Jam
2024-01-17,V032,D061,R014,Mumbai,Nagpur,1454,1439,233.97,36.02,2.58,15.05,No,Clear,Light,Weather Delay
2024-01-14,V039,D005,R004,Hyderabad,Jaipur,1106,1195,216.87,30.32,0.19,4.9,Yes,Foggy,Moderate,Traffic Jam
2024-03-29,V029,D098,R011,Bangalore,Lucknow,415,427,53.96,9.85,4.77,2.69,No,Rainy,Heavy,Smooth Delivery
2024-02-05,V030,D020,R006,Kolkata,Pune,828,901,162.53,15.55,0.09,19.07,Yes,Clear,Moderate,Smooth Delivery
2024-01-19,V050,D044,R011,Bangalore,Lucknow,1045,1024,173.32,23.32,0.72,14.02,Yes,Rainy,Moderate,Vehicle Breakdown
2024-02-24,V003,D098,R020,Hyderabad,Surat,915,1003,147.08,18.51,0.14,13.3,Yes,Rainy,Light,Late Departure
2024-01-31,V019,D062,R016,Chennai,Pune,1133,1153,150.57,26.49,1.71,6.11,No,Clear,Light,Late Departure
2024-03-30,V049,D008,R014,Mumbai,Lucknow,547,540,88.11,13.32,0.44,2.89,Yes,Stormy,Heavy,Traffic Jam
2024-01-23,V044,D011,R007,Kolkata,Indore,1062,1142,219.92,20.13,0.2,3.17,Yes,Foggy,Light,Weather Delay
2024-01-19,V036,D042,R010,Kolkata,Pune,507,524,80.52,11.31,1.28,7.17,No,Clear,Moderate,Late Departure
2024-03-04,V037,D041,R016,Kolkata,Surat,1133,1189,182.72,27.17,2.63,15.1,No,Foggy,Moderate,Late Departure
2024-01-17,V039,D050,R017,Bangalore,Jaipur,806,813,107.78,15.09,1.15,5.87,No,Stormy,Heavy,Smooth Delivery
2024-04-17,V004,D100,R005,Chennai,Pune,965,1049,188.38,26.83,0.6,15.09,Yes,Stormy,Heavy,Vehicle Breakdown
2024-04-08,V049,D061,R001,Hyderabad,Lucknow,1353,1472,212.97,25.04,0.15,3.09,Yes,Foggy,Light,Smooth Delivery
2024-04-17,V048,D057,R004,Kolkata,Indore,1249,1299,164.46,27.72,0.08,5.98,Yes,Clear,Light,Smooth Delivery
2024-04-17,V048,D086,R013,Chennai,Pune,1229,1212,201.54,34.26,3.53,11.28,No,Rainy,Heavy,Vehicle Breakdown
2024-03-07,V041,D100,R019,Delhi,Indore,1412,1483,285.11,39.13,1.32,17.97,No,Rainy,Light,Smooth Delivery
2024-02-03,V045,D033,R005,Kolkata,Lucknow,301,309,40.48,5.88,0.12,5.64,Yes,Foggy,Heavy,Smooth Delivery
2024-04-14,V007,D097,R001,Kolkata,Nagpur,547,573,90.51,13.4,0.81,10.01,Yes,Stormy,Heavy,Weather Delay
2024-03-25,V050,D044,R005,Mumbai,Nagpur,677,735,138.41,16.68,1.16,14.57,No,Clear,Heavy,Late Departure
2024-01-20,V044,D024,R018,Kolkata,Jaipur,419,437,55.85,8.23,1.22,5.86,No,Stormy,Moderate,Vehicle Breakdown
2024-02-22,V046,D051,R002,Bangalore,Surat,895,910,128.53,17.29,4.82,12.9,No,Rainy,Light,Vehicle Breakdown
2024-03-04,V010,D049,R010,Hyderabad,Pune,494,508,100.53,13.56,0.25,2.99,Yes,Stormy,Light,Late Departure
2024-04-07,V050,D012,R011,Hyderabad,Ahmedabad,1029,1039,172.86,21.55,1.15,12.73,No,Foggy,Heavy,Traffic Jam
2024-04-06,V026,D048,R018,Bangalore,Pune,1058,1080,185.15,19.57,0.14,18.9,Yes,Clear,Light,Weather Delay
2024-03-11,V026,D099,R011,Chennai,Surat,843,840,128.48,22.68,0.11,9.73,Yes,Foggy,Light,Vehicle Breakdown
2024-04-10,V046,D006,R017,Mumbai,Surat,541,574,98.83,11.7,0.49,9.0,Yes,Foggy,Heavy,Late Departure
2024-03-20,V032,D069,R006,Delhi,Jaipur,900,977,129.1,19.86,0.41,5.48,Yes,Clear,Moderate,Late Departure
2024-03-18,V040,D088,R014,Bangalore,Lucknow,795,869,154.95,15.54,0.69,19.74,Yes,Foggy,Heavy,Weather Delay
2024-01-19,V035,D097,R012,Delhi,Ahmedabad,421,423,69.86,8.82,4.89,19.57,No,Foggy,Heavy,Vehicle Breakdown
2024-01-17,V025,D098,R004,Kolkata,Nagpur,572,604,83.15,12.36,2.11,17.48,No,Clear,Light,Smooth Delivery
2024-01-18,V020,D073,R010,Kolkata,Pune,1467,1500,218.67,32.07,1.24,18.02,No,Clear,Heavy,Vehicle Breakdown
2024-03-06,V036,D069,R010,Kolkata,Indore,709,711,126.41,16.07,0.35,10.97,Yes,Rainy,Light,Weather Delay
2024-04-18,V009,D019,R016,Bangalore,Pune,451,489,71.36,8.65,0.27,18.22,Yes,Foggy,Light,Weather Delay
2024-01-13,V041,D068,R013,Bangalore,Pune,593,616,120.9,12.44,4.54,3.43,No,Rainy,Heavy,Traffic Jam
2024-01-26,V029,D064,R015,Bangalore,Surat,984,1020,131.67,27.96,1.5,10.55,No,Foggy,Heavy,Vehicle Breakdown
2024-04-03,V006,D053,R018,Chennai,Indore,716,717,104.18,19.86,2.1,2.08,No,Clear,Moderate,Traffic Jam
2024-01-26,V040,D094,R006,Hyderabad,Ahmedabad,683,680,104.42,16.06,0.55,16.96,Yes,Foggy,Heavy,Smooth Delivery
2024-04-27,V015,D089,R017,Kolkata,Ahmedabad,884,963,126.36,19.45,3.23,18.58,No,Stormy,Heavy,Late Departure
2024-03-02,V033,D041,R002,Bangalore,Pune,560,566,96.75,15.15,0.98,19.03,Yes,Clear,Moderate,Late Departure
2024-03-17,V045,D014,R010,Kolkata,Jaipur,1168,1207,172.36,31.35,0.23,10.36,Yes,Foggy,Heavy,Late Departure
2024-02-02,V027,D034,R010,Chennai,Surat,588,642,105.55,11.19,0.19,13.11,Yes,Clear,Light,Smooth Delivery
2024-04-16,V029,D001,R015,Delhi,Indore,998,1038,136.95,28.46,0.32,5.95,Yes,Rainy,Moderate,Traffic Jam
2024-04-07,V034,D090,R007,Kolkata,Lucknow,771,842,154.18,21.57,1.15,11.51,No,Clear,Heavy,Traffic Jam
2024-01-17,V049,D075,R015,Bangalore,Nagpur,795,855,108.96,17.37,3.99,15.05,No,Foggy,Heavy,Late Departure
2024-03-09,V017,D068,R012,Chennai,Surat,1350,1336,171.61,27.92,0.8,14.24,Yes,Rainy,Heavy,Traffic Jam
2024-02-27,V011,D009,R013,Delhi,Surat,870,878,164.34,17.62,2.61,15.12,No,Foggy,Light,Traffic Jam
2024-03-13,V023,D063,R009,Hyderabad,Indore,1426,1403,178.27,40.16,0.61,6.68,Yes,Rainy,Moderate,Vehicle Breakdown
2024-02-14,V021,D007,R015,Kolkata,Jaipur,1469,1406,226.15,30.95,3.21,19.81,No,Foggy,Heavy,Traffic Jam
2024-01-17,V043,D034,R006,Mumbai,Lucknow,789,845,131.91,15.95,2.78,10.38,No,Foggy,Heavy,Weather Delay
2024-01-20,V025,D088,R007,Bangalore,Lucknow,1121,1196,185.49,26.23,1.12,14.17,No,Rainy,Moderate,Late Departure
2024-03-09,V013,D074,R009,Delhi,Nagpur,482,510,84.02,10.38,3.61,19.57,No,Rainy,Heavy,Late Departure
2024-04-27,V035,D087,R019,Bangalore,Jaipur,587,577,103.43,12.09,0.8,2.44,Yes,Stormy,Heavy,Weather Delay
2024-01-25,V001,D020,R016,Delhi,Ahmedabad,1180,1182,159.29,23.16,1.02,10.51,No,Clear,Moderate,Late Departure
2024-04-17,V023,D054,R016,Hyderabad,Surat,1017,1054,186.28,22.34,0.02,10.56,Yes,Foggy,Moderate,Smooth Delivery
2024-03-27,V012,D065,R005,Chennai,Nagpur,1423,1423,202.57,29.79,0.72,2.13,Yes,Clear,Heavy,Traffic Jam
2024-02-04,V028,D080,R019,Hyderabad,Surat,1217,1202,174.2,33.39,0.17,13.65,Yes,Stormy,Heavy,Late Departure
2024-01-04,V047,D062,R010,Kolkata,Jaipur,962,1022,171.34,21.48,4.37,19.02,No,Clear,Heavy,Weather Delay
2024-01-13,V018,D002,R011,Hyderabad,Indore,1492,1486,200.0,31.83,5.56,10.6,No,Rainy,Heavy,Late Departure
2024-03-27,V023,D066,R005,Bangalore,Indore,753,802,109.8,16.75,2.38,6.7,No,Foggy,Light,Weather Delay
2024-01-12,V046,D008,R005,Delhi,Lucknow,1434,1388,221.18,26.62,1.04,13.43,No,Foggy,Light,Weather Delay
2024-04-04,V047,D089,R013,Mumbai,Lucknow,559,583,108.01,13.06,1.84,19.5,No,Foggy,Moderate,Late Departure
2024-03-01,V041,D062,R001,Bangalore,Pune,626,610,97.89,16.96,0.42,8.78,Yes,Stormy,Moderate,Late Departure
2024-03-27,V050,D042,R007,Delhi,Jaipur,784,808,141.96,19.82,2.26,19.33,No,Stormy,Light,Traffic Jam
2024-03-10,V019,D021,R012,Hyderabad,Jaipur,749,747,105.75,18.65,3.95,14.11,No,Stormy,Heavy,Traffic Jam
2024-03-18,V012,D002,R011,Chennai,Nagpur,698,747,145.1,14.86,1.12,7.27,No,Clear,Moderate,Vehicle Breakdown
2024-04-18,V047,D017,R008,Chennai,Lucknow,1491,1475,218.84,30.35,0.05,12.21,Yes,Foggy,Heavy,Late Departure
2024-02-07,V012,D073,R003,Mumbai,Ahmedabad,1060,1034,190.74,22.33,0.56,9.94,Yes,Foggy,Heavy,Traffic Jam
2024-04-09,V022,D044,R011,Chennai,Pune,373,374,53.85,8.4,4.96,8.34,No,Rainy,Heavy,Traffic Jam
2024-01-07,V025,D011,R005,Mumbai,Nagpur,688,729,126.3,15.23,1.21,7.92,No,Rainy,Heavy,Weather Delay
2024-02-06,V042,D013,R019,Hyderabad,Surat,358,365,62.52,10.19,0.36,14.6,Yes,Rainy,Moderate,Weather Delay
2024-04-01,V050,D021,R016,Mumbai,Surat,659,702,120.19,15.27,0.06,6.27,Yes,Foggy,Moderate,Late Departure
2024-04-07,V031,D053,R001,Bangalore,Lucknow,1036,1105,162.07,26.49,0.45,16.7,Yes,Rainy,Moderate,Late Departure
2024-02-27,V046,D021,R008,Bangalore,Surat,1161,1139,189.76,24.04,1.24,10.3,No,Clear,Moderate,Late Departure
2024-01-02,V049,D026,R011,Bangalore,Pune,765,829,146.49,15.35,0.26,13.08,Yes,Rainy,Moderate,Traffic Jam
2024-04-15,V009,D062,R001,Chennai,Ahmedabad,1262,1363,213.85,25.5,2.58,4.45,No,Rainy,Moderate,Traffic Jam
2024-01-18,V031,D077,R019,Delhi,Indore,569,600,77.32,12.23,0.31,4.28,Yes,Rainy,Heavy,Traffic Jam
2024-02-03,V032,D094,R016,Delhi,Pune,623,616,116.0,13.76,0.11,6.02,Yes,Foggy,Moderate,Smooth Delivery
2024-03-28,V050,D081,R019,Chennai,Nagpur,1376,1397,217.54,29.71,1.83,2.85,No,Rainy,Heavy,Smooth Delivery
2024-04-24,V011,D085,R019,Bangalore,Nagpur,955,918,177.13,21.97,0.06,15.43,Yes,Foggy,Heavy,Late Departure
2024-02-29,V040,D058,R011,Kolkata,Jaipur,1231,1210,154.78,27.52,0.89,16.05,Yes,Clear,Heavy,Late Departure
2024-03-13,V016,D021,R003,Chennai,Nagpur,1105,1167,171.07,20.58,0.82,16.55,Yes,Rainy,Heavy,Vehicle Breakdown
2024-01-14,V023,D018,R016,Hyderabad,Jaipur,660,664,88.36,16.42,0.51,14.2,Yes,Stormy,Moderate,Late Departure
2024-04-06,V022,D074,R017,Hyderabad,Indore,526,516,90.73,12.8,1.7,18.01,No,Clear,Light,Late Departure
2024-01-19,V032,D013,R005,Bangalore,Surat,1031,1083,144.72,22.48,0.11,3.81,Yes,Foggy,Light,Traffic Jam
2024-03-12,V003,D066,R014,Bangalore,Jaipur,1370,1415,236.49,34.76,0.94,14.0,Yes,Foggy,Light,Vehicle Breakdown
2024-04-21,V011,D014,R012,Hyderabad,Indore,1395,1405,189.67,28.03,1.99,19.73,No,Foggy,Heavy,Traffic Jam
2024-03-25,V029,D036,R016,Chennai,Pune,428,425,61.29,8.21,1.3,16.21,No,Stormy,Heavy,Late Departure
2024-01-07,V011,D098,R009,Bangalore,Jaipur,1286,1301,192.13,35.61,6.38,16.4,No,Foggy,Light,Smooth Delivery
2024-03-01,V025,D094,R001,Kolkata,Ahmedabad,696,751,106.03,17.97,0.05,17.56,Yes,Stormy,Heavy,Traffic Jam
2024-02-08,V031,D061,R009,Hyderabad,Nagpur,1152,1162,200.64,24.92,0.82,13.73,Yes,Foggy,Heavy,Weather Delay
2024-04-28,V049,D014,R007,Bangalore,Ahmedabad,1325,1354,190.93,25.45,0.33,7.93,Yes,Clear,Light,Vehicle Breakdown
2024-01-21,V024,D048,R005,Delhi,Nagpur,392,398,50.47,9.27,0.72,13.76,Yes,Rainy,Heavy,Traffic Jam
2024-02-17,V017,D085,R016,Delhi,Indore,1136,1150,146.43,21.48,1.08,13.61,No,Stormy,Heavy,Late Departure
2024-02-23,V045,D022,R017,Kolkata,Jaipur,1474,1413,199.37,29.99,0.67,5.95,Yes,Clear,Heavy,Smooth Delivery
2024-01-04,V048,D051,R011,Bangalore,Ahmedabad,481,522,83.12,10.01,0.05,9.45,Yes,Foggy,Heavy,Late Departure
2024-01-18,V028,D047,R005,Kolkata,Jaipur,917,983,159.51,19.48,0.35,9.5,Yes,Stormy,Light,Weather Delay
2024-03-02,V025,D028,R002,Chennai,Surat,410,446,66.57,7.73,3.48,18.99,No,Stormy,Light,Weather Delay
2024-01-26,V030,D091,R015,Chennai,Nagpur,1316,1426,284.64,24.52,0.22,2.72,Yes,Clear,Heavy,Weather Delay
2024-03-03,V050,D051,R018,Hyderabad,Lucknow,458,438,72.44,9.66,0.77,2.46,Yes,Stormy,Heavy,Late Departure
2024-04-10,V025,D054,R019,Mumbai,Lucknow,1327,1355,214.18,26.47,0.49,5.92,Yes,Foggy,Moderate,Vehicle Breakdown
2024-01-28,V004,D020,R017,Mumbai,Ahmedabad,502,496,83.91,10.68,0.96,8.06,Yes,Foggy,Heavy,Smooth Delivery
2024-01-02,V010,D009,R015,Hyderabad,Pune,602,605,98.97,11.06,0.4,16.73,Yes,Rainy,Light,Smooth Delivery
2024-01-09,V033,D027,R008,Bangalore,Jaipur,784,828,165.05,14.29,2.12,14.28,No,Foggy,Moderate,Traffic Jam
2024-01-23,V036,D062,R013,Mumbai,Jaipur,1260,1273,190.98,31.45,0.05,17.05,Yes,Clear,Moderate,Vehicle Breakdown
2024-03-20,V012,D047,R011,Hyderabad,Lucknow,830,900,164.01,16.36,2.03,5.21,No,Foggy,Moderate,Late Departure
2024-03-10,V036,D023,R011,Bangalore,Nagpur,955,967,154.27,19.02,2.73,3.71,No,Stormy,Light,Vehicle Breakdown
2024-04-22,V043,D028,R004,Chennai,Surat,671,694,95.26,13.23,0.24,11.46,Yes,Clear,Moderate,Traffic Jam
2024-03-13,V044,D060,R008,Mumbai,Surat,916,988,165.9,21.06,2.45,3.61,No,Clear,Heavy,Traffic Jam
2024-03-08,V021,D073,R015,Mumbai,Ahmedabad,1256,1355,228.37,35.86,0.4,3.61,Yes,Clear,Heavy,Smooth Delivery
2024-01-31,V007,D036,R012,Bangalore,Surat,799,770,108.78,20.34,4.09,11.3,No,Foggy,Moderate,Late Departure
2024-01-22,V001,D056,R016,Delhi,Ahmedabad,1010,1029,163.26,20.67,0.9,4.31,Yes,Clear,Moderate,Vehicle Breakdown
2024-01-15,V040,D045,R008,Hyderabad,Lucknow,1003,1085,172.63,27.49,1.13,13.65,No,Stormy,Heavy,Traffic Jam
2024-03-08,V046,D061,R003,Hyderabad,Pune,1000,991,133.9,20.66,1.58,9.57,No,Foggy,Moderate,Vehicle Breakdown
2024-01-15,V007,D025,R014,Chennai,Indore,317,346,59.42,6.81,0.55,15.41,Yes,Stormy,Moderate,Late Departure
2024-03-10,V045,D013,R015,Delhi,Ahmedabad,1115,1067,207.68,21.77,0.85,8.14,Yes,Rainy,Light,Smooth Delivery
2024-02-03,V033,D077,R001,Delhi,Ahmedabad,375,390,54.89,9.61,0.31,19.25,Yes,Foggy,Moderate,Traffic Jam
2024-01-08,V041,D095,R006,Bangalore,Surat,1026,1065,172.6,20.11,1.12,6.35,No,Clear,Light,Traffic Jam
2024-04-04,V010,D001,R019,Hyderabad,Surat,1277,1252,202.24,24.46,0.1,5.93,Yes,Rainy,Heavy,Smooth Delivery
2024-04-26,V003,D076,R014,Delhi,Ahmedabad,1444,1565,291.69,30.34,0.36,12.91,Yes,Clear,Heavy,Traffic Jam
2024-04-13,V046,D027,R001,Kolkata,Jaipur,1491,1502,283.13,31.96,1.72,14.24,No,Clear,Light,Late Departure
2024-02-14,V014,D095,R018,Hyderabad,Pune,669,699,107.53,14.74,1.51,14.42,No,Rainy,Heavy,Weather Delay
2024-03-06,V037,D059,R006,Bangalore,Pune,1331,1395,206.34,34.92,0.35,6.68,Yes,Clear,Light,Late Departure
2024-02-03,V026,D091,R002,Bangalore,Nagpur,368,400,54.96,7.99,0.44,4.0,Yes,Stormy,Light,Weather Delay
2024-03-06,V033,D071,R004,Hyderabad,Nagpur,1268,1375,179.08,34.07,2.39,10.04,No,Stormy,Heavy,Traffic Jam
2024-02-15,V029,D064,R019,Hyderabad,Nagpur,672,671,92.97,14.21,2.27,3.34,No,Clear,Moderate,Vehicle Breakdown
2024-01-28,V005,D094,R001,Hyderabad,Indore,1252,1249,209.64,30.1,1.05,7.09,No,Clear,Heavy,Vehicle Breakdown
2024-01-24,V008,D081,R013,Mumbai,Ahmedabad,463,470,77.01,9.31,1.39,13.77,No,Rainy,Light,Late Departure
2024-03-04,V006,D021,R013,Kolkata,Pune,1224,1201,200.95,34.55,0.17,6.77,Yes,Stormy,Heavy,Traffic Jam
2024-04-21,V050,D059,R008,Delhi,Jaipur,1127,1081,158.79,20.5,0.16,16.78,Yes,Clear,Moderate,Traffic Jam
2024-04-01,V044,D089,R020,Mumbai,Indore,1276,1234,176.04,26.66,3.5,4.05,No,Foggy,Light,Late Departure
2024-04-25,V001,D015,R015,Chennai,Lucknow,458,456,86.49,10.61,3.64,16.07,No,Stormy,Light,Traffic Jam
2024-01-10,V038,D034,R001,Bangalore,Indore,675,714,108.2,12.82,0.9,4.69,Yes,Rainy,Heavy,Late Departure
2024-02-20,V044,D048,R008,Kolkata,Ahmedabad,362,389,66.62,10.04,0.2,12.96,Yes,Stormy,Light,Smooth Delivery
2024-04-07,V019,D033,R007,Hyderabad,Jaipur,660,687,118.85,13.32,2.23,18.57,No,Rainy,Light,Weather Delay
2024-04-19,V024,D094,R011,Hyderabad,Lucknow,1390,1442,196.5,27.77,0.45,7.58,Yes,Stormy,Heavy,Traffic Jam
2024-01-30,V004,D058,R017,Mumbai,Pune,971,992,196.16,23.71,0.96,3.95,Yes,Rainy,Moderate,Vehicle Breakdown
2024-01-03,V001,D099,R003,Mumbai,Ahmedabad,1457,1411,220.82,29.36,2.69,11.83,No,Stormy,Heavy,Vehicle Breakdown
2024-02-08,V017,D037,R012,Kolkata,Nagpur,617,630,102.39,15.88,0.24,16.25,Yes,Rainy,Heavy,Late Departure
2024-04-23,V042,D001,R011,Chennai,Jaipur,312,318,43.14,6.36,0.32,11.19,Yes,Stormy,Heavy,Traffic Jam
2024-03-06,V017,D063,R004,Hyderabad,Jaipur,1391,1414,225.46,30.34,6.03,16.63,No,Rainy,Moderate,Traffic Jam
2024-01-21,V026,D098,R011,Bangalore,Lucknow,1272,1380,271.18,33.64,0.13,6.74,Yes,Stormy,Moderate,Late Departure
2024-04-10,V040,D092,R017,Chennai,Lucknow,1157,1175,169.65,25.7,3.5,18.92,No,Foggy,Light,Late Departure
2024-02-22,V047,D008,R003,Chennai,Ahmedabad,1141,1111,146.98,25.56,0.91,16.13,Yes,Clear,Moderate,Late Departure
2024-03-13,V034,D068,R019,Chennai,Lucknow,933,899,117.56,19.27,3.12,19.9,No,Clear,Heavy,Traffic Jam
2024-01-21,V050,D033,R006,Hyderabad,Indore,675,693,131.26,17.61,0.59,3.86,Yes,Foggy,Light,Late Departure
2024-04-27,V016,D073,R001,Delhi,Jaipur,512,549,93.2,9.39,1.82,5.12,No,Stormy,Light,Vehicle Breakdown
2024-02-02,V006,D072,R019,Bangalore,Ahmedabad,522,533,83.27,11.64,1.15,2.56,No,Rainy,Moderate,Weather Delay
2024-03-03,V035,D083,R020,Chennai,Lucknow,1150,1210,187.26,22.63,2.53,6.15,No,Clear,Moderate,Traffic Jam
2024-04-14,V009,D038,R018,Delhi,Lucknow,1017,973,136.86,18.64,0.89,6.67,Yes,Clear,Heavy,Vehicle Breakdown
2024-03-25,V028,D049,R010,Delhi,Jaipur,505,491,83.75,12.15,0.83,13.8,Yes,Foggy,Heavy,Smooth Delivery
2024-02-09,V026,D055,R008,Hyderabad,Nagpur,839,831,161.27,19.76,2.9,10.97,No,Clear,Moderate,Traffic Jam
2024-02-21,V034,D014,R009,Kolkata,Nagpur,1088,1191,182.93,26.85,0.32,14.5,Yes,Rainy,Heavy,Vehicle Breakdown
2024-01-03,V041,D054,R008,Hyderabad,Jaipur,1224,1261,185.11,24.43,1.94,2.78,No,Stormy,Light,Late Departure
